,Id,Unnamed: 0,DailyOutput,DailyOutput_lead180,DailyOutput_lag30,DailyOutput_lag60,DailyOutput_lag90,DailyOutput_lag180,DailyOutput_lag270,DailyOutput_lag360,DailyOutput_Change_30,DailyOutput_Change_60,DailyOutput_Change_90,DailyOutput_Change_180,DailyOutput_Change_270,DailyOutput_Change_360,dayofweek,dayofyear,sin_day,cos_day,dayofmonth
10,11,75000.0,3.6995717632300003,3.7441081711728836,3.6726306420847386,3.6493438354506202,3.6253026123551155,3.537456878002391,3.438427061924418,3.339482953292957,0.7296545215197046,0.7596482609726237,0.7784256526380349,0.8508312237845361,0.8877258170097176,0.8844361387588041,3.0028924533263215,182.3307914804102,0.0027933509591691395,0.0005042686100281044,15.753615566657901
11,12,82014.0,3.467912452423192,3.52598342060065,3.4445772465571554,3.4199900297046475,3.3961488299201217,3.324376937889626,3.2483337468033797,3.1686936368667356,0.7253510817947664,0.7514300139518766,0.7664183282411164,0.8111832893966754,0.8231336876683426,0.8538378501111521,3.0037046837787775,182.80523948134427,0.00037901961405626414,0.00033886203758537296,15.758930934109554
12,13,89051.0,3.5293702370866735,3.5120555302490883,3.503768007741154,3.4766821759858426,3.4492397547279836,3.359571017502037,3.2612625869702065,3.1667271812854074,0.7190689601465575,0.7413372752184744,0.7550206242441668,0.789721634492449,0.7716718311753586,0.7692793008201576,3.0045686643375435,183.60816984681537,0.0020760067519480364,0.0016260894342548752,15.756517065305026
13,14,96030.0,3.7460597957531676,3.8066301557954794,3.7112966248989343,3.676218581995257,3.6438707003244453,3.549694379205095,3.46112384897581,3.361110882319908,0.7385237388820166,0.7579938232419625,0.7731145674689625,0.8094952061228412,0.8058109850047461,0.7899586520119063,3.006891068115558,182.811820832229,0.0026933467751998836,-0.00020179199561698672,15.755632122979062
14,15,103022.5,3.4647203993018647,3.5224195971581773,3.439869778370159,3.409920853921834,3.378152748447242,3.275352126517042,3.17165449201236,3.0780673722887846,0.720680450483173,0.7476750020300075,0.7743986046763934,0.8538745173171332,0.8780324520856204,0.8992507615653988,3.0031512605042017,182.28019957983193,0.001522018211331755,0.0009952944304095252,15.755252100840336
15,16,110044.0,3.6232839198103663,3.682488148061782,3.5971451141160427,3.5693767718141283,3.542343992528299,3.445072426667189,3.340720745827225,3.248370916579456,0.7278481573560562,0.7583501667513213,0.785087529406288,0.8411303077020451,0.8591900486838335,0.8672711980586061,3.0018474531538666,182.77012404328318,0.0012565024604217357,0.0005248755990231066,15.756136183689629
16,17,117048.5,3.554934001351791,3.5938819420446997,3.5326066845285995,3.5094227340002453,3.4843990346543854,3.4007721398901527,3.3140197685130954,3.2412921949361198,0.7149670596565584,0.7321560685130036,0.7437951440835032,0.7716769099317717,0.7700660885792119,0.7824930684142292,3.0013144058885386,182.43296529968455,0.0021939072586529655,0.0005491585673402705,15.731598317560463
17,18,124059.5,3.5915967598485157,3.626658129613702,3.566052462312238,3.53623858170201,3.5066797393894924,3.4157715170694956,3.3225457764586808,3.227086916267609,0.723640327157502,0.7480219772067108,0.7681184916966126,0.8252175312674481,0.8490495739570565,0.8588645574915852,3.004739336492891,182.45629278567668,0.0015420412199481906,0.00082510046554915,15.722222222222221
18,19,131062.0,3.6470287976521076,3.719860192069409,3.620176533809913,3.5899314629896444,3.5597320197526283,3.4761102020210672,3.3837190020611247,3.283378630644939,0.7285127600310224,0.7630046288540107,0.7936969925588172,0.8419278350621647,0.8332520086439991,0.8347922791496122,3.0020969855832242,182.14705111402358,0.0022033681581977945,0.0013370780871211057,15.764613368283094
19,20,138090.0,3.4791091912840106,3.5148361005403745,3.453672251166065,3.426951193495282,3.3972529725780083,3.302836513724785,3.206300329069429,3.118209099744086,0.7165528126505832,0.7317143995047135,0.7452990571443849,0.7797144767197606,0.7830294034913166,0.7775477477712583,3.00132170235263,182.88183980967486,0.0013449672074019965,0.0007993708220879132,15.754427702881312
20,21,145123.5,3.481929242926934,3.475516281847898,3.4584773650215945,3.434040457959031,3.4080469449973045,3.330839144371622,3.256810167219474,3.184738953772503,0.7206096816218421,0.7410498194650378,0.7559007378230641,0.7806460273489276,0.7558992906606079,0.7455208385607358,3.0042895442359248,183.53619302949062,0.0026374660319104827,0.00021715631171692582,15.73485254691689
21,22,152123.0,3.4630020151217327,3.47266244387983,3.4381490887701136,3.4121713105322997,3.384554785164762,3.3074142343444617,3.2478780695805107,3.1758027017897876,0.7274270982335724,0.7519595909160052,0.770644870066203,0.8028542759709835,0.764465099307524,0.756055646309353,3.0015987210231816,183.22195576871835,0.001960283360191707,0.0012198608142084588,15.767386091127099
22,23,159114.0,3.3156840653613604,3.3313813629836613,3.28575531202077,3.2542121112275706,3.223764392264793,3.1263969341545086,3.0280946363717907,2.9254202118355326,0.7243296488584345,0.7450458861189948,0.7665157046071649,0.8298654357438691,0.8616047093429211,0.8597258852592397,3.0039525691699605,182.5631093544137,0.0007183298333418558,0.001308633085330604,15.75098814229249
23,24,166119.5,3.85280332952048,3.807619567839479,3.8306120065646505,3.8003544039265713,3.768533979079959,3.665217819260271,3.5666813032326035,3.4614051675161535,0.7249210755599281,0.7558760124318207,0.7825961169062543,0.8564406099892973,0.8485132813999116,0.8306842723681984,3.001315789473684,182.33368421052631,0.0023653283330237205,0.0006560658053703351,15.727894736842105
24,25,173124.5,3.6628101885391886,3.673147942300648,3.634773195363134,3.6106909980892583,3.589930778155558,3.5064736287383806,3.419576399599985,3.3371056587553998,0.715667951775073,0.7314052598068987,0.7439606141853217,0.7860670349936341,0.7920399840948757,0.7994786514079241,3.0023646873357857,182.15606936416185,0.0017607382260532581,0.0005634231939338388,15.75249605885444
25,26,180137.5,3.6403999729082726,3.6404862392598982,3.6147932111361376,3.5905522387286477,3.5668078467278117,3.482939714911368,3.3732953385536733,3.2626230766848385,0.7265564030729788,0.751286010702154,0.7647520680627607,0.7983926356004439,0.788572725372783,0.7916023583961257,3.0023684210526316,182.39973684210526,0.0010743025125652724,0.00016813784124270568,15.729736842105263
26,27,187145.0,3.85172210194686,3.9247400829139627,3.80639601946058,3.7610699369743004,3.7191489106339746,3.6327978611832696,3.560403357315938,3.485270656139255,0.753926765774856,0.8032754998315592,0.8470990211708842,0.931242022972474,0.9261718255128545,0.9302921317456474,3.0034219531455646,182.41221374045801,0.0020234960533728153,0.0012000293512421573,15.731245064490656
27,28,194162.5,3.608112743003697,3.660210448188486,3.583115579492471,3.5602318246376594,3.5265817862873945,3.423044410113222,3.3305167457123526,3.258890990365019,0.7220522754479629,0.7466821971313439,0.7730630290408983,0.8486122056464382,0.8637350283271303,0.8601583796296038,3.0037037037037035,182.8957671957672,0.002425352140857432,0.0004477013949711648,15.756084656084656
28,29,201154.0,3.64850284307559,3.7153744748331565,3.6197732163397554,3.591793034460628,3.563191209004549,3.4766144286526193,3.3965593784946244,3.314171620073354,0.7312009401497883,0.7632800054207672,0.7944822023979298,0.8648883889298884,0.8719232959068047,0.8765980908859471,3.004198373130412,182.24088165835738,0.002440079627534312,0.0008432421852973665,15.755707163474154
29,30,208169.0,3.7212212276640995,3.7772641146306296,3.6958658215257514,3.671690375382976,3.648166414864565,3.5737916302153407,3.4627724980867094,3.3495727943203564,0.723231458656817,0.7489481176478874,0.7714442472259124,0.8248573616499457,0.8336595504445021,0.8348326024327283,3.003418353931107,182.4341309492506,0.0017463934386614222,0.001523172897113069,15.736260846699974
30,31,215213.5,3.6920616935121555,3.7451851209094635,3.6719388214326,3.6465900982326898,3.6140134879365307,3.50970943686038,3.412613387225091,3.3235201376705743,0.7259700423497747,0.7588481772347182,0.7808829140749717,0.8268402014165794,0.8047000244291024,0.8314110781690665,3.001875669882101,183.46838156484458,0.001785174466776299,0.00035720392978784394,15.756966773847802
31,32,222207.0,3.775537113800511,3.7742338263302653,3.741822837932768,3.708970469228289,3.6771843292327353,3.576242594199632,3.4817964467934543,3.395346959171506,0.7157625828819535,0.7325424998226548,0.7398027788228067,0.7644596792389808,0.7695010834660693,0.7873709102332548,3.0021225789334043,183.1345184399045,0.0014120617532106573,0.0015844395816018708,15.73520827805784
32,33,229198.5,3.4883619652297893,3.5448443875090727,3.468000909732153,3.4390336340488727,3.409167816736544,3.3152747650470324,3.2291005210397796,3.1508899981725196,0.7170424414363044,0.738164961742158,0.7559315101071346,0.7938631883955761,0.7979740627888301,0.8172465989716393,3.0052659294365456,182.4381253291206,0.0018457520820120503,0.0012326829687139924,15.736966824644549
33,34,236210.5,3.660113456568474,3.7073190880387794,3.639965603210668,3.619749926804952,3.598497161925939,3.5207878229293805,3.4331001727967934,3.351383904314979,0.7159871722656882,0.7304044894491724,0.7445056268293502,0.7752156502283841,0.7603516919124234,0.7562196821699578,3.0037017451084083,182.7120571126388,0.0014518830354556809,0.0013162925629247842,15.758064516129032
34,35,243211.0,3.5164806447603407,3.570870836432693,3.4894696949048623,3.463128670000308,3.4369425391610826,3.3587628802579585,3.2784083418492576,3.1900735794895327,0.7259584158097107,0.754200206236019,0.7792437526504882,0.8215596402233181,0.804667558613062,0.8034206581301631,3.0042227500659804,182.51411982053312,0.0010897033103316534,0.0007336523252890608,15.751913433623647
35,36,250214.0,3.45085250985319,3.4949234067069623,3.4278584557499094,3.4057392902274315,3.386660652822972,3.3297108413772873,3.273173799108821,3.2275942281769052,0.7196842624673829,0.7352857941286897,0.7464998103551581,0.7749536555749321,0.7565041616323249,0.7271984528904759,3.005001316135825,182.3890497499342,0.0024314930046845204,0.0005966769355802621,15.746249012898131
36,37,257225.0,3.614465107548096,3.5970367042249607,3.588136124246761,3.5642747910599786,3.5402095418589594,3.4726336519862477,3.4097992280380063,3.3338889070096496,0.7037006687279803,0.7103416215575985,0.7161120982060366,0.7237071067672374,0.7024013066343219,0.6893308265915268,3.0015768725361367,182.4431011826544,0.0013744587500486435,0.00048582067723902645,15.736662286465178
37,38,264231.0,3.3652715983965242,3.431855139090031,3.338308597197908,3.3107972855606245,3.283382804584707,3.189456867150071,3.0950049952463714,3.013392097584372,0.7152980469917036,0.7315433066817565,0.7473703303624349,0.7920514400671967,0.7912654780897668,0.7866026275814475,3.0060510392002104,182.22336227308602,0.0018301565403664782,0.001925727183821479,15.750328860826098
38,39,271233.0,3.7253349551343384,3.7122844011842226,3.7000354490598646,3.6727484353290825,3.6439317009725256,3.5545784512082186,3.4738760362753904,3.3928371522335863,0.7123063040141167,0.732265349078957,0.7440986311163121,0.7655783266701498,0.7512387744317144,0.7473076218758832,3.003933910306845,182.01337529504326,0.0023348813760766065,0.0009079753833609929,15.759244689221086
39,40,278266.5,3.719795677861753,3.741398778327276,3.692211137543529,3.6646515258023453,3.6371359983459612,3.536027109820174,3.4268236860801142,3.315337680317574,0.7169312628523888,0.7356256210831195,0.7507596135998942,0.7924370453624119,0.7917857988712292,0.7877399910289297,3.0034537725823593,183.17375132837407,0.0012669012137965041,0.0009314132213158863,15.745217853347503
40,41,285250.5,3.5118377973575132,3.5792727173583283,3.4935687827575554,3.474562480522562,3.454665431963591,3.376669840359741,3.2961336344490273,3.209957398497041,0.7119687959230706,0.7308078837308332,0.7499534701899017,0.7930851692429958,0.7847887016139935,0.764823320055206,3.006838506049448,182.14387164650185,0.0027163215721065503,0.0005700707843515978,15.74907943187796
41,42,292269.0,3.553374110272346,3.574514616454201,3.526085183530866,3.49979808579298,3.4704566498765637,3.3670103621085503,3.268205427557566,3.197937185281603,0.7286096179143972,0.7597760078681954,0.782210991260928,0.8272108395420479,0.830925653912187,0.8322022068302731,3.0015826958586125,182.6839883935637,0.001192587407374735,0.0009198341480326573,15.758902664204696
42,43,299267.0,3.514903697641583,3.589084129822148,3.491377930392033,3.467078867377983,3.441704922679434,3.3659134771204187,3.2856194018092433,3.2001477081236427,0.7161636221685397,0.7327183416239578,0.747340957582367,0.7899459501808382,0.8179006692728508,0.8484099874223435,3.003145478374836,182.00104849279163,0.0019002086981806231,0.0004231114439013309,15.753342070773263
43,44,306284.5,3.4928415964239257,3.52452185625142,3.4661380837254487,3.437800893851696,3.406255255825116,3.3133561566711687,3.232665886311711,3.1558654351573003,0.7184170518252726,0.7401359578719441,0.7642237039711935,0.8075302392673984,0.787826450488506,0.7800936767240254,3.003682272488164,182.39505523408732,0.002126044982824637,0.0006187233603665498,15.740662809047869
44,45,313288.5,3.636952701574353,3.649634521105841,3.61284116904198,3.586769417286711,3.56207601349809,3.478024161077322,3.387819598705471,3.2914523705257945,0.7214099107923756,0.7429545119635108,0.7612613391874077,0.7920333946061869,0.7836611748515793,0.7992071389210478,3.0034174553102,182.21845425867508,0.0014113738021072771,0.001532807160299681,15.751314405888538
45,46,320296.0,3.6168685071450586,3.612700006865154,3.5886830152714384,3.5607325540126076,3.537201310001006,3.4578933779197314,3.37129511917199,3.281186431456414,0.717711003309644,0.7317374579946753,0.7386827750036841,0.764529074741076,0.7682759089158849,0.7853105521833036,3.003150433184563,182.09608821212916,0.001469224465509951,0.0005801577748415995,15.760042005775794
46,47,327317.5,3.417327424916104,3.4966078396532914,3.396380923467553,3.3791503626585038,3.3606168416944793,3.2695184422819836,3.1672571280295085,3.0657438813015103,0.7200907830096008,0.7437149475636972,0.7621149037978998,0.8256732634396081,0.8462489145580955,0.8441573927006888,3.0021119324181624,182.70142555438227,0.0006832709124912032,0.0007454692945759667,15.763727560718056
47,48,334329.5,3.433503683979454,3.466024399775073,3.4122295965199307,3.3953788028477816,3.37694327773697,3.3095127502665025,3.2156942479636865,3.121583016676304,0.7234642645729005,0.7436391348050941,0.7641270949644674,0.8106766098752791,0.8031807420068093,0.7884755422680401,3.001852832186342,182.928798305982,0.0017329630189264684,0.0009158275819212574,15.748279512969825
48,49,341331.0,3.5449995922664983,3.6149330206289436,3.517841593212901,3.4907092444915113,3.46439081587051,3.369580407329639,3.272397207361151,3.178901218403559,0.7151960485362937,0.7347065367289348,0.7499690886850653,0.7989345515198724,0.8043298350905523,0.8029504443865073,3.002637826431021,182.70561857029807,0.0012212300040941274,0.0016491960253009613,15.757583750989184
49,50,348322.5,3.3939267878724477,3.4705493414308126,3.358550925684317,3.3231750634961856,3.290088872213322,3.208159220145738,3.124940595397064,3.044700330491177,0.7332756958509292,0.7713881742048819,0.803926276240967,0.8824487930183177,0.9164660583749897,0.9157949929365892,3.0039308176100628,181.82573375262055,0.0024557363119631468,0.0013231725116760143,15.752358490566039
50,51,355333.5,3.7682427429992202,3.8770511441023556,3.735669091862001,3.7000060202927765,3.6630000960074924,3.5507229903080164,3.450012089219579,3.353851492634577,0.7257186996049572,0.7558410434462977,0.7824648029495405,0.8536576770343978,0.8838888734851001,0.9083695183501151,3.005526315789474,182.24736842105264,0.002410653954776157,0.0018700615244884049,15.75421052631579
51,52,362341.5,3.663403677250533,3.683638310177487,3.642525816587018,3.623000959088075,3.6044725054044675,3.5263590316158973,3.440464975345572,3.3374323169788163,0.7259346453983482,0.7520776600807622,0.7716576407017771,0.8199058652668781,0.8208180503735611,0.8134825651696952,3.002106371774618,182.32885729331227,0.001270499918468512,0.000684722851276725,15.723275408109531
52,53,369366.0,3.748169107194574,3.8269369829784265,3.7178705677096326,3.684842911456156,3.651456729205794,3.533721890377908,3.39229873350283,3.2606435814028623,0.745757316342495,0.79487180645947,0.8320944559871506,0.9386487953975922,0.9690818252562374,0.9760021366208131,3.003452855245684,183.03798140770252,0.0014572110947595584,0.0007888483874179241,15.743691899070384
53,54,376367.0,3.498787930053606,3.526857464872045,3.477168739732294,3.4521142289955282,3.4250042463023247,3.34272787636069,3.2574572011968925,3.1679036309740565,0.7101298864502184,0.7254395096951649,0.7426959563245609,0.7827651002031588,0.7921048883603687,0.8069439828016067,3.0021158423697436,182.85506479767258,0.0017267563367568833,0.0008576144862235603,15.766992859032003
54,55,383368.5,3.7368863589828205,3.8095268531225215,3.7000604003335393,3.6656744521830413,3.632273879345986,3.5204294574239428,3.407390788529278,3.323873152324023,0.728863490357071,0.755701053047508,0.7773280134654523,0.8236599554314673,0.8297391210413233,0.8363537210108428,3.0066032752245113,182.53565768621237,0.0005948254353592868,0.00015436809150122996,15.752245113576334
55,56,390363.5,3.5893239506565404,3.6456537820608297,3.561953587378763,3.534605995035638,3.5135980546153287,3.4162682470349095,3.3066953757076902,3.211585982673459,0.725327212158793,0.75006020638682,0.7652863486788541,0.8171553985449929,0.8281565664124616,0.8292016367470905,3.0041972717733474,182.17444910807976,0.001282324400091553,0.0009296788843925208,15.763903462749212
56,57,397376.0,3.352370188062823,3.4004379424789937,3.3219487459607384,3.2940605744789173,3.2710174450068514,3.19083761287886,3.1047510603501096,3.018983198195588,0.7102223873203454,0.7242487138324927,0.733723021704844,0.7619414218228998,0.7708795264459877,0.7694318344167382,3.0055335968379446,182.40237154150196,0.002587902309576864,0.0005203745010426776,15.744400527009223
57,58,404408.0,3.6994025878197516,3.759775592744377,3.6753161407358745,3.6466374329390967,3.618225227768601,3.5254507494644898,3.4179433217988335,3.3095401662122974,0.7295162324409409,0.7639010878573615,0.7867914399340732,0.8290794706015637,0.8291822735974287,0.8407829373855079,3.0031974420463627,183.4463096189715,0.002079398903663565,0.0002730708839325392,15.764988009592326
58,59,411388.5,3.7750373619360613,3.8249290036598973,3.7519164388527226,3.7254680289263065,3.698820271335622,3.6196274685101084,3.539982876038565,3.4563642847553036,0.7197628929888149,0.7454042712482618,0.7707352645962232,0.82591814724051,0.810455540598123,0.7710894047467449,3.0047343503419253,182.23987375065755,0.0013306535139601381,0.0013964407875670965,15.754865860073645
59,60,418412.0,3.2684166621959627,3.3293562714930878,3.24259775312301,3.215753148085064,3.188560871327879,3.104085944269149,3.0352534738043038,2.959966304739679,0.7290260237446226,0.7641782433208325,0.8026122536046472,0.8770757977879788,0.8779044533592324,0.878426499486752,3.0050411249668345,182.9912443618997,0.001713174225653314,0.0007862810563582541,15.740249403024675
60,61,425441.5,3.8745924311526827,3.9919725005007467,3.843270093280198,3.807470212327935,3.7687645349098613,3.6507780516216157,3.530201884158138,3.409625716694661,0.7329307599110114,0.7726771470465131,0.8060758111592453,0.8692396352181875,0.8930449566288385,0.9161435363919349,3.0029490616621985,183.53109919571045,0.00033747951130732456,0.001367484890400661,15.752815013404826
61,62,432417.0,3.494921443626677,3.545368275576982,3.4653341824374944,3.436541053998237,3.4112378229184075,3.330424826756616,3.2508288138916925,3.1748097258026107,0.7168912085862277,0.7364353149778299,0.7535806159221895,0.7981362637395923,0.7804465692688294,0.7457211481291088,3.0021124900977028,182.7634011090573,0.0015779734948156527,0.0013787945157767206,15.73541061526274
62,63,439427.0,3.578140258035634,3.610733569877124,3.546074796276018,3.5152715842493847,3.486450292594174,3.4026919168378256,3.303852964656811,3.199462731693445,0.7226089627533763,0.7392395833522721,0.7507205118940231,0.7787379939656764,0.8014952394419368,0.8280888012923979,3.002639218791238,182.68646080760095,0.0009744727853927908,0.000651735618190925,15.76115069939298
63,64,446424.0,3.2911433615905525,3.3134922379633664,3.2641087134050863,3.2363817266425863,3.2069373858261785,3.1132566912215416,3.017697118268499,2.934664065721691,0.7099343967985275,0.72613343769353,0.7444325720871666,0.7917138574321557,0.8177467064198835,0.8389975273937963,3.003147128245476,182.14607920272752,0.0015057419956395032,0.0014623068440552751,15.763440860215054
64,65,453468.5,3.594244059274228,3.648192354922078,3.5657749030092436,3.5349754126010504,3.501668713766469,3.3952824022478714,3.289481027582928,3.1854702002829733,0.726178856767828,0.7493730876703052,0.7680004104917433,0.800445722779155,0.7990702805804775,0.8233009481694853,3.002676659528908,183.33056745182012,0.0024626363174231856,0.0006011924362608502,15.734475374732334
65,66,460471.5,3.6619291935147418,3.6578006588511682,3.6337566440955777,3.6034019868568348,3.573032565152653,3.4808062268788023,3.393287469701358,3.3040935770509807,0.7172699570113179,0.7332215779917116,0.7480468878951667,0.7866507628021064,0.7919920382308286,0.7847960774862829,3.0029317697228146,183.4016524520256,0.0017661658033010594,0.0005348454113968263,15.75639658848614
66,67,467482.5,3.549436220968022,3.5879734104320287,3.520877760510294,3.490485602414862,3.460784533165894,3.377217448027267,3.2961345869345284,3.2066246648768195,0.7209486733049233,0.7434048815811469,0.7623761486656697,0.8087016420307211,0.8172108693093647,0.838727797528058,3.0056119722073755,183.29182255478355,0.0019759074296167487,0.0016656321049861593,15.748262960983432
67,68,474459.0,3.5089779187627492,3.527873758529324,3.4861297519251373,3.463722781249931,3.4361354889321594,3.3510659132279463,3.2653355857881623,3.181770981663047,0.7238738151437055,0.7505766814389842,0.7620120376546515,0.7892952397967408,0.7714330819808315,0.780422624497327,3.0007871949619522,182.08291786932563,0.002113271598323325,0.0014277864511890658,15.754919968512201
68,69,481476.5,3.5980275532167587,3.7282972493478312,3.557515728844067,3.517016582094721,3.4765047577220285,3.3911524914571927,3.3227117793505982,3.2517724205207394,0.7396444866117918,0.7884357208679598,0.8371770895965526,0.8957699535652078,0.8654630990694773,0.8435283576162235,3.004485488126649,182.57889182058048,0.0013539228370358534,0.0009430142631051783,15.7467018469657
69,70,488482.0,3.5060880474060783,3.552685759481686,3.479857567504434,3.450399795284339,3.4207431316742674,3.3131160207955817,3.2044055397518,3.1263204594365543,0.7149986673443679,0.7358125174317096,0.7551391291929174,0.8119381010003727,0.82004439919557,0.811846731038466,3.001577701814357,182.3823297396792,0.002144620956369571,0.0007634296488926017,15.724428083092295
70,71,495486.5,3.944777497860756,3.968070318882148,3.9232072223841126,3.9014102655984035,3.877830284191861,3.7856263419172453,3.6611722168560927,3.542726612649714,0.7262460273836182,0.7487074910619901,0.7722796654307436,0.8345882301301641,0.8567014919981454,0.8898494615285729,3.0023671751709626,182.14992109416096,0.0023867788966701825,0.0007550740306873938,15.746712256706996
71,72,502491.5,3.0488664046994183,3.1320041153233578,3.023412472687397,2.9962934683076186,2.97005672832529,2.892089425784999,2.803705225667946,2.715487541191512,0.7125083566429038,0.7298692939399894,0.7450757721053498,0.7839744934752916,0.81505794105042,0.8482536483243032,3.0023646873357857,182.3368365738308,0.0013944029891141162,0.0013376697898549398,15.749605885444035
72,73,509512.5,3.5955505217437977,3.6459445649257187,3.566493412180534,3.536515570326093,3.5064712619105727,3.426065470381041,3.3630115444722946,3.2738610176042138,0.7273412942207707,0.7543872655891158,0.7792169172918831,0.8340994374712494,0.8199989928099345,0.8139602758027479,3.003167898627244,182.7589757127772,0.0007467614727537857,0.001150189763252585,15.765047518479408
73,74,516506.5,3.6340945749446054,3.7046126965433066,3.60525628346826,3.5757820142733667,3.5484216597990517,3.4692289139399732,3.376654535475234,3.2941513064562185,0.737347983939655,0.7737399607842227,0.7960161656510713,0.8404601997528371,0.8267223167977409,0.8301409809109096,3.004201680672269,182.07720588235293,0.0020459041222846675,0.0006839392403611728,15.761292016806722
74,75,523525.0,3.777628544628545,3.8929057445837536,3.7496079393095623,3.7243676939286114,3.704149971641466,3.6175331483805158,3.513643740041599,3.415953322041134,0.7325760299010419,0.7553030083533238,0.7700454886484122,0.8077772358499405,0.8089233013723565,0.832061930574818,3.0036968576709797,182.8003696857671,0.0017421348911000245,0.00017202743699508739,15.762080802746237
75,76,530541.5,3.8200591176029155,3.858674149582239,3.7930277791038947,3.7673312418019704,3.7425149470471717,3.65878703746659,3.5734673337758958,3.481204134231674,0.7185400970664353,0.7357083730963214,0.750118732611782,0.7795928363280696,0.7748859885771743,0.7842336602440999,3.003446447507953,183.00344644750794,0.001174712400305727,0.0014217429964288079,15.74019088016967
76,77,537539.5,3.583588393678259,3.6066023397984615,3.552405533990017,3.5203967978029063,3.4887642409262267,3.398789685933263,3.328408960249711,3.2587105726783294,0.7283919880055783,0.7617835460047276,0.7936312293110938,0.8426444916220185,0.823069031994657,0.8342237834087616,3.003690036900369,182.5719557195572,0.001386575981123366,0.0003814296372289629,15.740115972588297
